Data are subject to change at any time when further reviewed or when the Warehouse is updated. Questions can be directed to air.data@gov.ab.ca.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multiple Stations-One Parameter Data Comparison Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report generated by airdata.alberta.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report generated on 2021-07-28 16:42:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collection Type: Continuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term,Program Code: Core Long Term
05/13/2019 0:00:00,05/13/2019 0:59:00,3,3,9,8,5,11,8,8.801,10.76,7.839,7,8,13,8,,5,11,8.9,,8.9,6.5,6,,1,,8,2,2,6,6,7,8,12,11,,16,12,6,,5,7,5,7,8,5,,12,10,11,11,5,8,5,4,8,5,7,,4
05/13/2019 1:00:00,05/13/2019 1:59:00,3,7,9,5,4,11,7,10.16,11.209,10.064,6,9,11,3,,6,9,6,,8,5.2,8,,2,,7,3,1,4,4,10,14,13,10,,13,11,6,,4,7,5,14,8,5,,8,12,13,11,13,7,5,3,10,6,7,,4
05/13/2019 2:00:00,05/13/2019 2:59:00,3,9,10,3,4,13,5,9.994,8.17,10.816,7,9,11,3,,7,7,7,,7,4.4,9,,2,,7,2,1,5,3,8,12,9,10,,12,11,6,,5,9,6,19,8,6,,7,12,10,8,23,7,6,2,7,9,7,,4
05/13/2019 3:00:00,05/13/2019 3:59:00,3,6,11,2,4,12,4,8.367,9.645,9.436,7,9,3,3,,9,6,8,,6.8,4.5,7,,2,,6,1,1,2,2,7,9,10,10,,11,11,10,,4,8,8,19,8,5,,7,11,8,7,10,5,11,2,3,7,7,,3
05/13/2019 4:00:00,05/13/2019 4:59:00,3,3,10,1,6,15,4,6.201,12.886,6.348,6,10,2,3,,6,9,7,,7.2,5.1,9,,2,,6,1,1,1,1,4,4,13,10,,11,9,14,,4,5,11,14,8,6,,7,10,7,8,3,4,10,3,3,5,6,,2
05/13/2019 5:00:00,05/13/2019 5:59:00,3,1,10,1,5,18,3,6.286,12.886,4.875,6,6,2,4,,6,11,6,,10.3,7.8,9,,2,,7,1,1,0,0,2,1,15,9,,11,9,18,,3,4,10,18,8,8,,9,12,10,10,4,5,9,3,2,3,6,,3
05/13/2019 6:00:00,05/13/2019 6:59:00,4,,11,0,7,19,3,6.996,8.903,3.719,6,3,2,5,,4,9,6.1,,10.8,8.3,10,,4,,7,1,1,0,0,2,1,16,9,,9,10,20,,2,3,10,43,8,11,,9,12,11,10,3,5,7,3,2,4,7,,2
05/13/2019 7:00:00,05/13/2019 7:59:00,3,,8,1,4,15,2,7.262,10.934,2.725,6,2,3,5,,7,14,9.1,,10.9,10.1,13,,3,,4,1,1,0,1,2,1,16,10,,7,8,21,,1,3,9,17,7,13,,9,12,8,10,1,4,3,4,2,4,10,,3
05/13/2019 8:00:00,05/13/2019 8:59:00,3,,3,1,3,6,3,8.824,12.254,2.251,5,2,3,5,,5,11,11,,11.2,9,10,,3,,2,1,1,0,1,1,1,8,8,,5,2,14,,1,3,5,12,7,8,,7,8,6,5,3,2,4,2,1,4,10,,2
05/13/2019 9:00:00,05/13/2019 9:59:00,3,,2,1,2,4,3,8.878,12.31,3.301,4,2,1,7,,3,9,9.9,,8.2,5,6,,4,,1,1,1,0,0,1,1,3,8,,4,2,18,,1,3,4,8,6,5,,6,6,4,4,4,2,3,3,2,4,15,,2
05/13/2019 10:00:00,05/13/2019 10:59:00,4,,4,1,3,4,3,9.49,8.947,5.736,4,2,1,8,,3,7,6.9,,6.9,3.6,4,,3,,1,1,1,1,1,1,1,4,11,,4,2,10,,1,2,4,7,7,9,,5,5,4,3,0,3,3,2,1,3,11,,2
05/13/2019 11:00:00,05/13/2019 11:59:00,4,0,4,0,3,4,4,9.413,7.506,8.429,4,2,1,7,,2,5,5,,6.2,3.1,3,,3,,1,2,1,1,1,1,2,6,8,,3,1,7,,1,1,5,6,8,6,,4,4,5,3,2,3,2,2,1,1,9,,2
05/13/2019 12:00:00,05/13/2019 12:59:00,3,0,3,2,2,4,3,9.159,6.901,7.755,4,1,1,6,,4,7,6,,7,4.6,4,,2,,1,2,1,1,1,2,3,5,7,,3,2,7,,2,2,5,6,7,10,,5,4,6,3,2,3,3,4,1,1,7,,2
05/13/2019 13:00:00,05/13/2019 13:59:00,3,1,3,3,3,6,3,8.806,5.658,8.443,3,1,1,7,,2,7,5,,7,4.6,4,,2,,2,2,1,2,2,1,2,5,7,,3,2,9,,3,,5,5,,8,,5,4,8,3,2,3,3,3,1,2,5,,2
05/13/2019 14:00:00,05/13/2019 14:59:00,3,2,3,3,3,4,2,8.365,6.371,9.105,3,0,1,7,,4,7,6.1,,7,4.5,4,,3,,3,2,2,2,2,1,2,5,6,,3,2,10,,3,1,5,3,,6,,5,4,6,4,3,4,3,3,1,3,4,,2
05/13/2019 15:00:00,05/13/2019 15:59:00,3,2,3,2,3,4,2,7.891,6.651,8.676,4,0,1,7,,1,6,8,,7.1,4.7,4,,2,,2,2,2,1,2,1,2,6,6,,5,3,11,,2,1,6,4,,8,,6,5,5,4,3,5,3,4,1,3,5,,2
05/13/2019 16:00:00,05/13/2019 16:59:00,3,1,4,2,3,10,9,6.615,6.973,8.055,3,1,0,6,,6,7,7.9,,6.7,6.1,5,,4,,2,2,2,1,1,1,2,5,7,,5,3,11,,2,1,6,4,,12,,6,3,5,5,3,6,2,4,1,2,5,,3
05/13/2019 17:00:00,05/13/2019 17:59:00,3,0,3,4,3,10,3,5.797,7.151,7.391,4,1,1,7,,2,8,5.9,,7.3,6.8,6,,3,,3,1,2,2,2,3,5,5,7,,5,3,12,,2,1,5,6,,7,,6,3,5,5,2,8,2,5,1,3,5,,3
05/13/2019 18:00:00,05/13/2019 18:59:00,3,1,3,4,3,6,2,6.118,7.658,8.069,4,1,1,6,,0,7,3.1,,6.9,5.4,5,,5,,2,1,2,3,4,3,3,5,7,,6,2,12,,3,1,5,5,3,9,,8,5,7,4,4,7,1,3,2,4,4,,3
05/13/2019 19:00:00,05/13/2019 19:59:00,3,3,3,4,3,15,2,7.921,10.161,7.925,5,1,1,6,,5,7,6,,5.5,4.3,5,,3,,3,1,3,3,3,2,2,6,8,,9,2,11,,3,1,8,6,3,7,,7,4,8,4,11,8,1,4,2,3,4,,4
05/13/2019 20:00:00,05/13/2019 20:59:00,3,3,4,4,3,11,3,6.607,12.097,7.435,5,1,1,9,,6,9,5.9,,6.2,5.6,6,,5,,3,1,2,3,4,3,5,7,7,,14,3,9,,2,1,8,9,3,8,,9,6,9,6,12,7,1,4,3,6,4,,4
05/13/2019 21:00:00,05/13/2019 21:59:00,3,4,4,9,3,14,3,7.186,8.535,7.648,6,1,5,5,,1,10,3,,7.1,6.3,7,,1,,3,2,2,3,4,3,7,6,8,,13,11,7,,5,2,7,6,4,5,,9,6,9,7,3,8,2,4,4,7,5,,3
